name,exonCount,geneType,txLen
ENST00000426034.1,5,protein_coding,9635
ENST00000357203.3,6,protein_coding,9721
ENST00000449241.1,5,protein_coding,12960
ENST00000441239.1,5,protein_coding,8866
ENST00000486175.1,4,protein_coding,8339
ENST00000422619.1,3,protein_coding,2387
ENST00000434410.1,11,protein_coding,11525
ENST00000232854.4,11,protein_coding,15739
ENST00000455834.1,11,protein_coding,11180
ENST00000443053.2,4,protein_coding,5277
ENST00000348721.3,3,protein_coding,5310
ENST00000446044.1,13,protein_coding,37382
ENST00000497283.1,3,protein_coding,1790
ENST00000357955.2,11,protein_coding,32119
ENST00000608605.1,1,lincRNA,2060
ENST00000607364.1,1,miRNA,84
ENST00000528157.1,4,protein_coding,4351
ENST00000470900.1,3,protein_coding,3936
ENST00000323686.4,1,protein_coding,6600
ENST00000408088.1,1,snRNA,125
ENST00000296477.3,18,protein_coding,34067
ENST00000457573.1,6,protein_coding,33117
ENST00000341333.5,5,protein_coding,33092
ENST00000415259.1,5,protein_coding,33029
ENST00000395057.1,5,protein_coding,33048
ENST00000416589.1,5,protein_coding,33022
ENST00000463857.1,3,protein_coding,22857
ENST00000364725.1,1,rRNA,118
ENST00000395052.3,6,protein_coding,11341
ENST00000475478.1,4,protein_coding,11524
ENST00000442933.2,6,protein_coding,9408
ENST00000398780.3,1,protein_coding,430
ENST00000456080.1,8,protein_coding,13253
ENST00000422896.1,3,pseudogene,1604
ENST00000437810.2,7,protein_coding,3945
ENST00000446775.1,7,protein_coding,3949
ENST00000440739.2,5,protein_coding,2308
ENST00000444293.1,3,protein_coding,1421
ENST00000462079.1,2,protein_coding,1027
ENST00000429548.1,3,protein_coding,1795
ENST00000333127.3,3,protein_coding,1787
ENST00000494496.2,1,misc_RNA,247
ENST00000440723.1,3,antisense,2172
ENST00000446461.1,2,protein_coding,1864
ENST00000310914.5,4,protein_coding,8460
ENST00000232888.6,15,protein_coding,8512
ENST00000417220.2,12,protein_coding,6518
ENST00000431474.1,11,protein_coding,6523
ENST00000398755.3,11,protein_coding,6504
ENST00000486510.1,2,protein_coding,858
ENST00000322241.4,1,protein_coding,2180
ENST00000355852.2,13,protein_coding,10004
ENST00000322099.7,13,protein_coding,5437
ENST00000461554.1,14,protein_coding,9988
ENST00000484633.1,14,protein_coding,10953
ENST00000395013.3,11,protein_coding,9990
ENST00000395014.2,8,protein_coding,3219
ENST00000428823.2,12,protein_coding,9994
ENST00000471622.1,13,protein_coding,4585
ENST00000489595.2,7,protein_coding,13716
ENST00000488257.1,4,processed_transcript,12820
ENST00000483233.1,5,protein_coding,14900
ENST00000315877.10,6,protein_coding,6120
ENST00000487005.1,3,protein_coding,6115
ENST00000395008.2,4,protein_coding,5502
ENST00000361143.5,4,protein_coding,5514
ENST00000461108.1,3,protein_coding,4938
ENST00000525795.1,5,protein_coding,4777
ENST00000458031.2,17,protein_coding,14134
ENST00000463937.1,16,protein_coding,14115
ENST00000273596.3,5,protein_coding,6129
ENST00000491470.1,3,protein_coding,6093
ENST00000494103.1,13,protein_coding,5755
ENST00000476854.1,13,protein_coding,5755
ENST00000476351.1,14,protein_coding,5755
ENST00000404366.2,15,protein_coding,5685
ENST00000468068.1,4,protein_coding,1437
ENST00000294189.6,4,protein_coding,2343
ENST00000466397.1,4,protein_coding,2236
ENST00000479017.1,4,protein_coding,2202
ENST00000495383.1,4,protein_coding,2216
ENST00000475248.1,4,protein_coding,2093
ENST00000481629.1,3,protein_coding,1585
ENST00000495880.1,3,protein_coding,7632
ENST00000296483.6,3,protein_coding,7523
ENST00000541313.1,1,protein_coding,492
ENST00000469224.1,11,protein_coding,16095
ENST00000394965.2,12,protein_coding,16234
ENST00000310271.2,11,protein_coding,16193
ENST00000484952.1,12,protein_coding,16149
ENST00000360658.2,2,protein_coding,5084
ENST00000494383.1,5,protein_coding,10110
ENST00000597542.1,9,protein_coding,17951
ENST00000305533.5,9,protein_coding,10651
ENST00000499914.2,8,protein_coding,10495
ENST00000483834.1,2,antisense,1840
ENST00000464958.1,2,antisense,1798
ENST00000457351.2,10,protein_coding,3990
ENST00000296487.4,9,protein_coding,4426
ENST00000323588.4,10,protein_coding,4385
ENST00000409502.3,9,protein_coding,4389
ENST00000362280.1,1,miRNA,88
ENST00000461183.1,5,protein_coding,6078
ENST00000305690.8,6,protein_coding,5315
ENST00000473032.1,5,protein_coding,5650
ENST00000354773.4,4,protein_coding,7437
ENST00000471180.1,6,protein_coding,5637
ENST00000436784.2,5,protein_coding,5621
ENST00000493616.1,3,processed_transcript,10442
ENST00000477382.1,3,protein_coding,2692
ENST00000385191.1,1,miRNA,90
ENST00000472761.1,2,processed_transcript,2258
ENST00000466628.1,2,protein_coding,1258
ENST00000460680.1,17,protein_coding,9338
ENST00000296288.5,17,protein_coding,8889
ENST00000327906.3,11,protein_coding,12985
ENST00000482327.1,5,protein_coding,3801
ENST00000347025.2,10,protein_coding,12444
ENST00000231721.2,16,protein_coding,11975
ENST00000232975.3,6,protein_coding,2969
ENST00000479054.1,22,protein_coding,37951
ENST00000345716.4,21,protein_coding,37564
ENST00000488380.1,13,protein_coding,26294
ENST00000420808.2,14,protein_coding,26298
ENST00000464280.1,5,protein_coding,2968
ENST00000321725.6,69,protein_coding,29158
ENST00000490681.1,3,protein_coding,3602
ENST00000482728.1,2,protein_coding,6002
ENST00000307106.3,2,protein_coding,3924
ENST00000477703.1,2,protein_coding,5287
ENST00000476842.1,2,protein_coding,42633
ENST00000516959.1,1,snRNA,98
ENST00000408591.1,1,snRNA,138
ENST00000418458.1,15,protein_coding,8573
ENST00000394799.2,15,protein_coding,8477
ENST00000460073.1,4,protein_coding,2014
ENST00000516978.1,1,snoRNA,80
ENST00000391191.1,1,snoRNA,68
ENST00000459623.1,1,snoRNA,84
ENST00000410413.1,1,snoRNA,76
ENST00000391150.1,1,snoRNA,77
ENST00000478968.2,11,protein_coding,11303
ENST00000394783.3,10,protein_coding,9128
ENST00000407584.3,11,protein_coding,11541
ENST00000266014.5,10,protein_coding,11541
ENST00000491606.1,10,protein_coding,11279
ENST00000463827.1,7,protein_coding,2636
ENST00000423431.1,4,protein_coding,3203
ENST00000233025.7,4,protein_coding,2531
ENST00000602728.1,4,protein_coding,2089
ENST00000233027.5,16,protein_coding,60166
ENST00000535191.1,15,protein_coding,59264
ENST00000383721.4,14,protein_coding,33442
ENST00000487686.1,5,protein_coding,3083
ENST00000416872.2,17,protein_coding,14001
ENST00000449956.2,22,protein_coding,14212
ENST00000465243.2,6,protein_coding,2494
ENST00000266041.4,24,protein_coding,17765
ENST00000346281.5,22,protein_coding,17712
ENST00000485816.1,24,protein_coding,17404
ENST00000406595.1,22,protein_coding,17391
ENST00000468472.1,24,protein_coding,22448
ENST00000434759.3,15,protein_coding,11296
ENST00000467462.1,3,protein_coding,2628
ENST00000478366.1,3,antisense,1380
ENST00000513520.1,4,protein_coding,3768
ENST00000486659.1,3,protein_coding,1802
ENST00000446157.2,3,protein_coding,2097
ENST00000504329.1,10,protein_coding,64413
ENST00000355083.5,8,protein_coding,60841
ENST00000464769.1,3,protein_coding,2876
ENST00000470575.1,4,protein_coding,90955
ENST00000580208.1,1,miRNA,97
ENST00000296292.3,13,protein_coding,41980
ENST00000394738.3,12,protein_coding,38789
ENST00000477794.2,3,protein_coding,17297
ENST00000516695.2,1,miRNA,94
ENST00000462138.1,14,protein_coding,31325
ENST00000423525.2,15,protein_coding,31287
ENST00000461139.1,8,protein_coding,6643
ENST00000423516.1,15,protein_coding,30366
ENST00000296289.6,15,protein_coding,30364
ENST00000458956.1,1,snoRNA,104
ENST00000579907.1,1,misc_RNA,254
ENST00000384175.1,1,misc_RNA,112
ENST00000384381.1,1,snoRNA,69
ENST00000391306.1,1,snoRNA,124
ENST00000516178.1,1,snoRNA,80
ENST00000581952.1,1,miRNA,92
ENST00000498251.1,2,protein_coding,6703
ENST00000540742.1,15,protein_coding,42100
ENST00000544977.1,9,protein_coding,15176
ENST00000607740.1,1,antisense,256
ENST00000288167.3,11,protein_coding,19221
ENST00000607783.1,1,antisense,2583
ENST00000335754.3,13,protein_coding,15137
ENST00000488802.1,2,protein_coding,1802
ENST00000482349.1,13,protein_coding,13323
ENST00000231909.7,8,protein_coding,8637
ENST00000410956.1,1,miRNA,84
ENST00000495461.1,5,protein_coding,7579
ENST00000541726.1,5,protein_coding,6763
ENST00000485414.1,3,protein_coding,3491
ENST00000583516.1,4,sense_intronic,7736
ENST00000273286.5,3,protein_coding,9838
ENST00000493075.1,3,protein_coding,48756
ENST00000485347.1,3,lincRNA,8823
ENST00000496829.1,3,lincRNA,11043
ENST00000492683.1,2,lincRNA,4539
ENST00000469806.1,2,lincRNA,15454
ENST00000465946.1,2,lincRNA,1387
ENST00000474267.1,6,protein_coding,24231
ENST00000264634.4,5,protein_coding,21588
ENST00000493406.1,2,protein_coding,754
ENST00000497027.1,5,protein_coding,11401
ENST00000469484.1,2,antisense,610
ENST00000472238.1,4,lincRNA,11432
ENST00000472243.2,3,lincRNA,2502
ENST00000582157.1,1,miRNA,103
ENST00000363509.1,1,misc_RNA,304
ENST00000363368.1,1,rRNA,119
ENST00000442522.2,7,protein_coding,13444
ENST00000538560.1,7,protein_coding,11995
ENST00000431842.2,17,protein_coding,43787
ENST00000493960.2,24,protein_coding,60280
ENST00000355628.5,23,protein_coding,60379
ENST00000485156.1,3,protein_coding,3954
ENST00000296315.3,10,protein_coding,74550
ENST00000413728.2,10,protein_coding,48237
ENST00000497267.1,10,protein_coding,46547
ENST00000495373.1,9,protein_coding,70357
ENST00000477246.1,3,antisense,20815
ENST00000495939.1,3,antisense,973
ENST00000334325.1,2,protein_coding,14992
ENST00000607541.1,1,antisense,1159
ENST00000479825.1,3,protein_coding,50635
ENST00000295934.3,4,protein_coding,2040
ENST00000473921.1,3,protein_coding,1958
ENST00000487349.1,11,protein_coding,24336
ENST00000389601.3,12,protein_coding,24332
ENST00000462713.1,5,protein_coding,3609
ENST00000344804.4,14,protein_coding,58488
ENST00000389536.4,17,protein_coding,75692
ENST00000459308.1,1,snoRNA,106
ENST00000391090.1,1,misc_RNA,114
ENST00000311202.6,12,protein_coding,46338
ENST00000384191.1,1,snRNA,106
ENST00000365558.1,1,snRNA,107
ENST00000384088.1,1,snRNA,108
ENST00000487257.1,2,protein_coding,4662
ENST00000311180.8,3,protein_coding,10568
ENST00000303436.6,6,protein_coding,26046
ENST00000496292.1,5,protein_coding,25934
ENST00000489843.1,4,protein_coding,25937
ENST00000493378.1,3,protein_coding,13480
ENST00000606192.1,3,antisense,3206
ENST00000607297.1,2,antisense,3128
ENST00000607782.1,3,antisense,3132
ENST00000388106.1,1,snRNA,126
ENST00000470427.1,2,antisense,26109
ENST00000465933.1,2,lincRNA,3392
ENST00000411260.1,1,misc_RNA,76
ENST00000472546.1,4,protein_coding,22698
ENST00000442599.2,8,protein_coding,37675
ENST00000495364.1,10,protein_coding,31222
ENST00000494088.1,10,protein_coding,31177
ENST00000488720.1,2,antisense,8090
ENST00000472922.1,2,antisense,1342
ENST00000484981.1,4,protein_coding,5503
ENST00000478253.1,10,protein_coding,57227
ENST00000295962.4,9,protein_coding,57203
ENST00000480457.1,2,protein_coding,1331
ENST00000445193.3,6,protein_coding,18434
ENST00000477305.1,6,protein_coding,12213
ENST00000295959.5,6,protein_coding,13804
ENST00000466547.1,6,protein_coding,11469
ENST00000528153.1,1,protein_coding,507
ENST00000609225.1,1,lincRNA,154
ENST00000302746.6,10,protein_coding,6223
ENST00000485460.1,11,protein_coding,6147
ENST00000474765.1,9,protein_coding,6132
ENST00000607214.1,1,antisense,561
ENST00000607592.1,1,lincRNA,462
ENST00000404589.3,3,protein_coding,10239
ENST00000490264.1,4,protein_coding,10209
ENST00000355076.6,2,protein_coding,4588
ENST00000479470.1,2,protein_coding,2665
ENST00000481527.1,5,protein_coding,17852
ENST00000459701.2,15,protein_coding,32148
ENST00000302819.5,15,protein_coding,32184
ENST00000394481.1,5,protein_coding,13648
ENST00000360997.2,4,protein_coding,13648
ENST00000464064.1,3,protein_coding,11928
ENST00000447756.2,4,protein_coding,21262
ENST00000472513.1,3,antisense,1576
ENST00000464125.1,4,antisense,27361
ENST00000497310.1,2,protein_coding,18547
ENST00000358781.2,10,protein_coding,32903
ENST00000487624.1,2,lincRNA,54360
ENST00000497258.1,3,lincRNA,8681
ENST00000486137.1,2,lincRNA,46349
ENST00000593377.1,2,protein_coding,369
ENST00000390909.1,1,snoRNA,216
ENST00000516611.1,1,misc_RNA,103
ENST00000516375.1,1,snRNA,211
ENST00000469148.1,2,processed_transcript,1876
ENST00000466893.1,4,processed_transcript,42466
ENST00000490916.1,4,processed_transcript,92552
ENST00000498655.1,6,processed_transcript,26145
ENST00000462069.1,6,protein_coding,14454
ENST00000486169.1,5,protein_coding,5119
ENST00000232519.5,5,protein_coding,14625
ENST00000494481.1,6,protein_coding,17171
ENST00000542214.1,5,protein_coding,13923
ENST00000486811.1,6,protein_coding,4644
ENST00000283268.3,5,protein_coding,3832
ENST00000475839.1,4,protein_coding,3324
ENST00000462768.1,3,protein_coding,5388
ENST00000462370.2,1,misc_RNA,294
ENST00000516640.1,1,snRNA,110
ENST00000516853.1,1,miRNA,81
ENST00000516492.1,1,rRNA,96
ENST00000343837.3,4,protein_coding,12054
ENST00000496807.1,4,protein_coding,26323
ENST00000443346.1,2,pseudogene,41460
ENST00000468961.2,2,antisense,1175
ENST00000472046.1,3,antisense,8127
ENST00000607115.1,1,lincRNA,611
ENST00000295901.4,8,protein_coding,13012
ENST00000492933.1,9,protein_coding,12918
ENST00000394431.2,8,protein_coding,13428
ENST00000482510.1,8,protein_coding,12875
ENST00000462717.1,2,antisense,4283
ENST00000605919.1,1,antisense,418
ENST00000482609.1,3,antisense,35168
ENST00000363352.1,1,snoRNA,212
ENST00000485805.1,4,lincRNA,9003
ENST00000476308.1,2,antisense,1850
ENST00000460946.1,2,antisense,1337
ENST00000484703.1,4,antisense,2587
ENST00000473434.1,4,antisense,13422
ENST00000485770.1,2,lincRNA,995
ENST00000487097.1,4,lincRNA,9602
ENST00000391038.1,1,snRNA,103
ENST00000467257.1,4,protein_coding,16372
ENST00000480831.1,2,antisense,1988
ENST00000470447.1,2,antisense,22395
ENST00000492209.1,2,antisense,7438
ENST00000594810.1,3,antisense,26536
ENST00000474313.1,2,antisense,25609
ENST00000493124.1,3,antisense,21783
ENST00000601022.1,2,antisense,4067
ENST00000471990.2,2,antisense,4355
ENST00000597543.1,2,antisense,4355
ENST00000597944.1,1,antisense,763
ENST00000466225.2,2,antisense,4071
ENST00000459780.1,9,protein_coding,38049
ENST00000485174.1,3,antisense,58335
ENST00000481004.1,4,lincRNA,18542
ENST00000580413.1,1,miRNA,84
ENST00000602316.1,1,sense_intronic,450
ENST00000472514.1,3,antisense,31482
ENST00000584718.1,1,miRNA,101
ENST00000365201.1,1,misc_RNA,102
ENST00000384032.1,1,snRNA,107
ENST00000487928.2,1,misc_RNA,296
ENST00000295568.4,4,protein_coding,12908
ENST00000469661.1,3,protein_coding,5522
ENST00000460576.1,2,protein_coding,10534
ENST00000417314.2,4,protein_coding,12904
ENST00000484222.1,2,lincRNA,10060
ENST00000581789.1,1,miRNA,102
ENST00000390806.1,1,miRNA,94
ENST00000517019.1,1,rRNA,125
ENST00000383701.3,18,protein_coding,38748
ENST00000295571.5,15,protein_coding,38407
ENST00000540955.1,16,protein_coding,36471
ENST00000540764.1,14,protein_coding,31263
ENST00000596659.1,2,antisense,3344
ENST00000596274.1,3,antisense,13469
ENST00000583498.1,1,miRNA,78
ENST00000415609.2,16,protein_coding,25652
ENST00000349511.4,17,protein_coding,25679
ENST00000361055.4,18,protein_coding,25679
ENST00000540295.1,13,protein_coding,25074
ENST00000273258.3,3,protein_coding,21123
ENST00000478935.1,3,protein_coding,21044
ENST00000420581.2,3,protein_coding,15695
ENST00000489031.1,4,protein_coding,13924
ENST00000475434.1,4,protein_coding,14309
ENST00000478263.1,13,protein_coding,30042
ENST00000465347.1,3,lincRNA,7017
ENST00000460597.1,2,lincRNA,1781
ENST00000473031.2,1,misc_RNA,289
ENST00000583591.1,1,miRNA,86
ENST00000394348.1,3,protein_coding,2437
ENST00000483525.1,4,lincRNA,15575
ENST00000410683.1,1,miRNA,103
ENST00000384212.1,1,snRNA,103
ENST00000408455.1,1,miRNA,133
ENST00000472382.1,5,protein_coding,13496
ENST00000465742.2,5,antisense,16085
ENST00000408337.1,1,miRNA,120
ENST00000498714.1,2,sense_intronic,4203
ENST00000604491.1,1,lincRNA,2467
ENST00000425534.3,7,protein_coding,49960
ENST00000389826.3,8,protein_coding,49828
ENST00000448225.1,8,protein_coding,75091
ENST00000295612.3,8,protein_coding,70898
ENST00000468147.1,5,protein_coding,44018
ENST00000421769.2,8,protein_coding,70092
ENST00000304411.2,1,protein_coding,2447
ENST00000487601.2,1,misc_RNA,287
ENST00000610188.1,5,lincRNA,8873
ENST00000608390.1,1,lincRNA,532
ENST00000491567.1,3,lincRNA,6949
ENST00000390781.1,1,miRNA,107
ENST00000570082.1,1,lincRNA,2977
ENST00000478745.1,3,lincRNA,45747
ENST00000459245.1,1,snoRNA,104
ENST00000362599.1,1,snRNA,164
ENST00000410906.1,1,rRNA,107
ENST00000468371.1,3,protein_coding,46314
ENST00000356692.5,9,protein_coding,72415
ENST00000295862.9,9,protein_coding,70300
ENST00000394284.3,8,protein_coding,70300
ENST00000495566.1,4,protein_coding,19158
ENST00000459135.1,1,snRNA,66
ENST00000533473.1,1,protein_coding,1679
ENST00000458782.1,1,snoRNA,104
ENST00000516842.1,1,snRNA,110
ENST00000411315.1,1,snRNA,191
ENST00000517128.1,1,snRNA,108
ENST00000462146.2,8,protein_coding,91734
ENST00000535920.1,8,protein_coding,91734
ENST00000479530.1,8,protein_coding,50769
ENST00000466348.1,7,protein_coding,16806
ENST00000459279.1,1,snRNA,63
ENST00000608304.1,3,antisense,4286
ENST00000478988.1,2,antisense,1940
ENST00000608743.1,3,antisense,2354
ENST00000494761.1,2,lincRNA,5805
ENST00000391283.1,1,misc_RNA,88
ENST00000477856.1,3,protein_coding,3155
ENST00000581245.1,1,miRNA,89
ENST00000477271.2,1,misc_RNA,293
ENST00000584390.1,1,miRNA,74
ENST00000581859.1,1,miRNA,77
ENST00000579789.1,1,miRNA,88
ENST00000459803.1,8,pseudogene,13483
ENST00000408675.1,1,miRNA,149
ENST00000408868.1,1,miRNA,96
ENST00000308062.3,4,protein_coding,2891
ENST00000464571.1,4,protein_coding,2891
ENST00000492922.1,2,lincRNA,2213
ENST00000580591.1,1,misc_RNA,299
ENST00000477374.1,6,protein_coding,55593
ENST00000478296.1,4,protein_coding,49693
ENST00000422325.1,5,protein_coding,48227
ENST00000400845.3,5,protein_coding,48642
ENST00000582824.1,1,miRNA,84
ENST00000410951.1,1,misc_RNA,90
ENST00000390815.1,1,miRNA,85
ENST00000362650.1,1,snRNA,107
ENST00000469233.1,3,protein_coding,14094
ENST00000384164.1,1,snRNA,104
ENST00000577911.1,1,miRNA,82
ENST00000465795.1,3,lincRNA,8090
ENST00000461186.1,3,lincRNA,4867
ENST00000485429.2,1,misc_RNA,298
ENST00000410642.1,1,misc_RNA,295
ENST00000484679.1,3,lincRNA,24252
ENST00000466906.1,3,protein_coding,7177
ENST00000473281.2,1,misc_RNA,288
ENST00000579521.1,1,miRNA,83
ENST00000401297.1,1,miRNA,93
ENST00000482003.1,3,lincRNA,27922
ENST00000473938.1,5,lincRNA,24458
ENST00000474149.1,2,lincRNA,722
ENST00000464131.1,5,lincRNA,50253
ENST00000410457.1,1,snRNA,189
ENST00000477426.1,2,protein_coding,16404
ENST00000497946.1,3,lincRNA,2051
ENST00000408453.1,1,miRNA,142
ENST00000578770.1,1,miRNA,88
ENST00000578742.1,1,miRNA,67
ENST00000485126.1,2,protein_coding,1434
ENST00000580619.1,1,miRNA,83
ENST00000476021.1,2,antisense,35825
ENST00000364540.1,1,snoRNA,72
ENST00000515964.1,1,snRNA,104
ENST00000479244.1,2,lincRNA,2807
ENST00000411002.1,1,misc_RNA,343
ENST00000460586.1,2,lincRNA,15054
ENST00000584182.1,1,miRNA,89
ENST00000350375.2,6,protein_coding,17184
ENST00000344265.3,6,protein_coding,16764
ENST00000560656.1,4,protein_coding,16566
ENST00000363833.1,1,snRNA,107
ENST00000408132.1,1,snRNA,126
ENST00000319595.4,1,protein_coding,3074
ENST00000309534.6,3,protein_coding,7105
ENST00000398392.2,1,protein_coding,5298
ENST00000482016.1,4,protein_coding,3655
ENST00000462901.1,4,protein_coding,94460
ENST00000474441.1,2,protein_coding,1308
ENST00000473136.1,7,protein_coding,76225
ENST00000498458.1,4,protein_coding,10043
ENST00000309495.5,2,protein_coding,5562
ENST00000318887.3,3,protein_coding,8226
ENST00000486971.1,3,protein_coding,6958
ENST00000464919.1,2,protein_coding,2743
ENST00000384586.1,1,misc_RNA,119
ENST00000391296.1,1,snoRNA,211
ENST00000410558.1,1,snRNA,100
ENST00000515918.1,1,snRNA,99
ENST00000394236.3,15,protein_coding,101030
ENST00000407433.1,15,protein_coding,85646
ENST00000364469.1,1,misc_RNA,95
ENST00000363496.1,1,snRNA,107
ENST00000315099.2,2,protein_coding,14242
ENST00000481631.1,3,protein_coding,15006
ENST00000314636.2,2,protein_coding,5066
ENST00000394221.2,2,protein_coding,5300
ENST00000314622.4,6,protein_coding,65630
ENST00000485793.1,3,protein_coding,19176
ENST00000517253.1,1,snRNA,60
ENST00000463200.1,8,lincRNA,53066
ENST00000494840.1,5,pseudogene,28771
ENST00000408550.1,1,miRNA,86
ENST00000401317.1,1,miRNA,96
ENST00000362416.1,1,snRNA,104
ENST00000600213.2,1,protein_coding,1020
ENST00000390742.1,1,miRNA,86
ENST00000562191.1,1,sense_overlapping,2008
ENST00000463745.1,8,protein_coding,34002
ENST00000394206.1,9,protein_coding,33775
ENST00000335979.2,9,protein_coding,33775
ENST00000496713.1,7,protein_coding,26581
ENST00000419587.2,4,protein_coding,53249
ENST00000389622.2,7,protein_coding,11855
ENST00000333396.7,10,protein_coding,30640
ENST00000394198.2,10,protein_coding,28101
ENST00000360258.4,10,protein_coding,27528
ENST00000330299.2,6,protein_coding,20186
ENST00000472788.1,9,polymorphic_pseudogene,48317
ENST00000429239.1,1,polymorphic_pseudogene,925
ENST00000358642.2,1,protein_coding,930
ENST00000508964.1,2,antisense,48227
ENST00000354565.2,1,protein_coding,942
ENST00000437310.1,1,protein_coding,1080
ENST00000356526.2,1,protein_coding,942
ENST00000383696.2,1,protein_coding,1113
ENST00000355273.2,1,protein_coding,945
ENST00000394191.2,1,polymorphic_pseudogene,931
ENST00000354924.2,1,protein_coding,966
ENST00000383695.1,1,protein_coding,966
ENST00000332650.5,1,protein_coding,1097
ENST00000427338.1,1,protein_coding,1049
ENST00000502288.1,4,protein_coding,24976
ENST00000507874.1,6,protein_coding,22083
ENST00000341181.6,5,protein_coding,7571
ENST00000437922.1,6,protein_coding,7593
ENST00000394180.2,6,protein_coding,7587
ENST00000503004.1,5,protein_coding,7032
ENST00000394185.2,6,protein_coding,7503
ENST00000394181.2,6,protein_coding,7536
ENST00000510545.1,6,protein_coding,7473
ENST00000511081.1,4,protein_coding,6362
ENST00000513287.1,5,protein_coding,6102
ENST00000508503.1,6,protein_coding,6179
ENST00000502999.1,2,antisense,2765
ENST00000284311.3,1,protein_coding,1218
ENST00000578668.1,1,miRNA,96
ENST00000483910.1,10,protein_coding,62108
ENST00000462152.1,7,protein_coding,61566
ENST00000265261.6,10,protein_coding,63396
ENST00000394162.1,11,protein_coding,61663
ENST00000468553.1,6,protein_coding,19144
ENST00000383985.1,1,snRNA,107
ENST00000384601.1,1,snRNA,106
ENST00000473756.1,2,lincRNA,2039
ENST00000581307.1,1,miRNA,89
ENST00000484675.1,2,lincRNA,19927
ENST00000462011.1,2,lincRNA,25757
ENST00000463753.1,3,protein_coding,41988
ENST00000584795.1,1,miRNA,92
ENST00000608028.1,1,lincRNA,3360
ENST00000476723.1,2,protein_coding,46033
ENST00000487087.1,3,protein_coding,17859
ENST00000471562.1,3,protein_coding,42888
ENST00000383694.2,2,protein_coding,28275
ENST00000577308.1,1,miRNA,85
ENST00000569034.1,1,sense_overlapping,2164
ENST00000429523.2,2,protein_coding,4506
ENST00000489487.1,3,protein_coding,8368
ENST00000459442.1,1,snoRNA,72
ENST00000394140.4,10,protein_coding,22166
ENST00000608041.1,1,lincRNA,451
ENST00000284320.5,12,protein_coding,37968
ENST00000517180.1,1,snoRNA,77
ENST00000418917.2,8,protein_coding,39582
ENST00000490574.1,8,protein_coding,39550
ENST00000240851.4,8,protein_coding,39542
ENST00000476228.1,8,protein_coding,39359
ENST00000481203.1,2,protein_coding,6488
ENST00000532144.1,4,protein_coding,32158
ENST00000364772.1,1,snRNA,107
ENST00000459246.1,1,snoRNA,104
ENST00000193391.7,19,protein_coding,98015
ENST00000394085.3,7,protein_coding,7730
ENST00000364684.1,1,misc_RNA,97
ENST00000459410.1,1,snoRNA,103
ENST00000309922.6,2,protein_coding,4585
ENST00000265260.3,5,protein_coding,20343
ENST00000469941.1,4,protein_coding,20244
ENST00000296024.5,4,protein_coding,20240
ENST00000486406.1,3,protein_coding,19033
ENST00000516539.1,1,snRNA,103
ENST00000391017.1,1,misc_RNA,97
ENST00000364641.1,1,misc_RNA,102
ENST00000312938.4,11,protein_coding,28607
ENST00000364251.1,1,misc_RNA,105
ENST00000461821.1,2,protein_coding,6506
ENST00000536865.1,1,antisense,1158
ENST00000609682.1,1,antisense,2743
ENST00000394077.3,6,protein_coding,5691
ENST00000495401.1,5,protein_coding,5610
ENST00000469605.1,5,protein_coding,4654
ENST00000462076.1,2,protein_coding,22868
ENST00000273347.5,8,protein_coding,44394
ENST00000491511.2,8,protein_coding,47951
ENST00000487830.1,2,protein_coding,2795
ENST00000477909.1,7,protein_coding,41118
ENST00000422132.1,5,protein_coding,42830
ENST00000490324.2,2,antisense,1206
ENST00000394054.2,13,protein_coding,33030
ENST00000326151.5,13,protein_coding,10010
ENST00000326172.5,12,protein_coding,11509
ENST00000365307.1,1,misc_RNA,109
ENST00000306176.1,11,protein_coding,44827
ENST00000466937.1,12,protein_coding,42625
ENST00000487772.1,3,lincRNA,10751
ENST00000364195.1,1,snRNA,107
ENST00000365052.1,1,snRNA,165
ENST00000584917.1,1,miRNA,84
ENST00000579051.1,1,miRNA,89
ENST00000389927.4,10,protein_coding,42313
ENST00000363740.1,1,misc_RNA,102
ENST00000363491.1,1,misc_RNA,102
ENST00000516817.1,1,snRNA,103
ENST00000466734.1,2,lincRNA,7657
ENST00000597154.1,2,lincRNA,4764
ENST00000609969.1,1,lincRNA,533
ENST00000408062.1,1,miRNA,106
ENST00000261058.1,1,protein_coding,1294
ENST00000609293.1,3,lincRNA,32983
ENST00000473542.1,5,protein_coding,22455
ENST00000464359.2,11,lincRNA,36766
ENST00000471694.1,2,protein_coding,11442
ENST00000355354.7,9,protein_coding,47727
ENST00000361309.5,11,protein_coding,43934
ENST00000607746.1,3,lincRNA,12790
ENST00000264538.3,11,protein_coding,61759
ENST00000468021.1,2,protein_coding,1742
ENST00000491820.1,10,protein_coding,80733
ENST00000467562.1,11,protein_coding,80962
ENST00000357759.5,10,protein_coding,75801
ENST00000467761.1,9,protein_coding,67645
ENST00000489514.2,10,protein_coding,66501
ENST00000408797.1,1,miRNA,87
ENST00000495753.2,5,protein_coding,6106
ENST00000295746.8,21,protein_coding,39584
ENST00000491772.1,21,protein_coding,35778
ENST00000487834.1,14,protein_coding,28910
ENST00000365509.1,1,snoRNA,134
ENST00000482939.1,5,protein_coding,13592
ENST00000295755.6,3,protein_coding,1748
ENST00000295756.6,6,protein_coding,32308
ENST00000426646.1,5,protein_coding,32096
