txStart	txEnd	name	geneType
110180420	110232215	CDC40	protein_coding
110609977	110815209	CDK19	protein_coding
110814620	110895708	AMD1	protein_coding
110874769	110895713	AMD1	protein_coding
110874783	110895708	AMD1	protein_coding
110874784	110893982	AMD1	protein_coding
111299051	111483715	REV3L	protein_coding
111299051	111483715	REV3L	protein_coding
112054071	112070969	WISP3	protein_coding
112054219	112069658	WISP3	protein_coding
115931148	116060758	FRK	protein_coding
116652003	116668794	ZUFSP	protein_coding
117288299	117425855	ROS1	protein_coding
117288299	117425855	ROS1	protein_coding
117560271	117602542	GOPC	protein_coding
118934784	119031541	RP11-351A11.1	antisense
118959828	119078647	FAM184A	protein_coding
119177208	119349761	MAN1A1	protein_coding
121080770	121334480	TBC1D32	protein_coding
123389420	123471759	RP11-532N4.2	antisense
123804140	124658958	NKAIN2	protein_coding
124962544	125086338	RNF217	protein_coding
125153732	125263497	TPD52L1	protein_coding
127266609	127288558	RNF146	protein_coding
127266882	127288362	RNF146	protein_coding
127708193	127918631	THEMIS	protein_coding
127968976	128520583	PTPRK	protein_coding
127969895	128520358	PTPRK	protein_coding
127970112	128520583	PTPRK	protein_coding
128321040	128520587	PTPRK	protein_coding
130144314	130365425	SAMD3	protein_coding
130144317	130222954	SAMD3	protein_coding
130365733	130443063	TMEM200A	protein_coding
131586748	131628229	MED23	protein_coding
131637301	131747407	ENPP3	protein_coding
131637301	131747407	ENPP3	protein_coding
133821146	133851288	LINC01312	lincRNA
133952169	133987499	TBPL1	protein_coding
133953194	133984723	TBPL1	protein_coding
133953194	133990432	TBPL1	protein_coding
134964628	135027196	HBS1L	protein_coding
136049016	136094200	RP13-143G15.4	antisense
136343542	136526472	MAP7	protein_coding
136343781	136466875	MAP7	protein_coding
136822584	136913937	PEX7	protein_coding
138795925	138904070	ECT2L	protein_coding
138796110	138904070	ECT2L	protein_coding
138904869	138987881	REPS1	protein_coding
138904869	138988261	REPS1	protein_coding
138904891	138987720	REPS1	protein_coding
142075607	142088799	NMBR	protein_coding
142147229	142224689	VTA1	protein_coding
143060875	143340304	AIG1	protein_coding
143060900	143190597	AIG1	protein_coding
143060900	143335530	AIG1	protein_coding
143940301	144064599	PLAGL1	protein_coding
145814894	145883439	RP11-545I5.3	antisense
146027781	146437595	GRM1	protein_coding
146029282	146437598	GRM1	protein_coding
146911825	147131986	STXBP5-AS1	antisense
147204532	147384755	STXBP5	protein_coding
147204532	147384755	STXBP5	protein_coding
147692397	147737556	RP11-307P5.1	lincRNA
149661093	149702354	LATS1	protein_coding
150600833	150605850	RP11-136K14.1	sense_intronic
151239998	151358557	AKAP12	protein_coding
151240373	151356773	AKAP12	protein_coding
151364116	151391548	ZBTB2	protein_coding
152427603	152628331	SYNE1	protein_coding
152433524	152636883	SYNE1	protein_coding
152794495	152831913	RP1-200K18.1	lincRNA
154158073	154330081	IPCEF1	protein_coding
154159827	154510114	CNKSR3	protein_coding
154733324	154834060	SCAF8	protein_coding
154733377	154834244	SCAF8	protein_coding
155395369	155455903	NOX3	protein_coding
157381132	157673945	ZDHHC14	protein_coding
157823263	157945077	SNX9	protein_coding
158650013	158764876	SYTL3	protein_coding
158972870	159000187	RSPH3	protein_coding
158977235	159000166	RSPH3	protein_coding
158988177	159043056	RP1-111C20.4	antisense
159760327	159779055	ACAT2	protein_coding
160991813	161117382	MAP3K4	protein_coding
161129978	161274025	AGPAT4	protein_coding
162727131	163315492	PACRG	protein_coding
162727960	163315311	PACRG	protein_coding
163309984	163324530	PACRG-AS1	antisense
163414642	163570145	QKI	protein_coding
163414642	163570145	QKI	protein_coding
163415193	163564710	QKI	protein_coding
165331049	165662069	PDE10A	protein_coding
166969625	166999065	RP1-167A14.2	antisense
167826960	167970090	MLLT4	protein_coding
167827132	167969935	MLLT4	protein_coding
168017900	168045089	KIF25	protein_coding
170295320	170405076	FAM120B	protein_coding
170306757	170405642	FAM120B	protein_coding
292478	348496	DUSP22	protein_coding
1383789	1385066	RP4-668J24.2	antisense
2391545	2413591	GMDS-AS1	lincRNA
2409535	2409635	AL031768.1	miRNA
2437548	2438249	RP1-136B1.1	lincRNA
2765413	2785745	WRNIP1	protein_coding
2765431	2785744	WRNIP1	protein_coding
2766051	2786952	WRNIP1	protein_coding
2948159	2971048	SERPINB6	protein_coding
2948159	2972165	SERPINB6	protein_coding
2987966	2991173	LINC01011	lincRNA
3088685	3088809	RNA5SP201	rRNA
3118807	3138083	BPHL	protein_coding
3153668	3157526	TUBB2A	protein_coding
3182743	3195756	RP1-40E16.9	lincRNA
3258893	3268049	PSMG4	protein_coding
3849385	3851317	FAM50B	protein_coding
3893839	3894290	RP1-140K8.1	lincRNA
4115688	4135597	ECI2	protein_coding
4427962	4428081	RNA5SP202	rRNA
4994731	5004047	RPP40	protein_coding
4995077	5003658	RPP40	protein_coding
5224727	5224797	AL162381.1	miRNA
5851505	5870220	RP3-380B8.4	lincRNA
6758275	6759291	RP3-470L22.1	lincRNA
7183082	7185287	RP11-405O10.2	sense_intronic
7287569	7313198	SSR1	protein_coding
7541616	7586572	DSP	protein_coding
8015725	8102530	EEF1E1-BLOC1S5	protein_coding
8341936	8343021	RP11-203H2.2	lincRNA
8413067	8435483	SLC35B3	protein_coding
8652136	8653846	HULC	lincRNA
9896716	9933436	OFCC1	protein_coding
10396676	10415248	TFAP2A	protein_coding
10439716	10439794	MIR5689	miRNA
10671419	10694606	C6orf52	protein_coding
10743323	10747569	RP11-421M1.8	lincRNA
10762722	10838495	MAK	protein_coding
10762722	10838531	MAK	protein_coding
10762739	10838555	MAK	protein_coding
10762739	10838555	MAK	protein_coding
10891506	10963806	SYCP2L	protein_coding
11043759	11078066	ELOVL2-AS1	antisense
11094032	11138733	SMIM13	protein_coding
11183297	11232682	NEDD9	protein_coding
11183300	11232682	NEDD9	protein_coding
11644066	11644343	Metazoa_SRP	misc_RNA
11810601	11811248	RP3-413H6.2	lincRNA
12753674	12753771	AL354680.1	miRNA
13272671	13287481	PHACTR1	protein_coding
13304950	13328531	TBC1D7	protein_coding
13304953	13328583	TBC1D7	protein_coding
13469267	13487662	GFOD1	protein_coding
13574528	13615158	SIRT5	protein_coding
13574593	13612289	SIRT5	protein_coding
13574600	13605739	SIRT5	protein_coding
13615326	13621205	NOL7	protein_coding
13680079	13680141	U7	snRNA
13825431	13826574	RP3-500L14.2	lincRNA
13924866	13980302	RNF182	protein_coding
14117640	14136918	CD83	protein_coding
14229774	14231570	RP11-359N11.1	lincRNA
16129170	16148248	MYLIP	protein_coding
16764345	16766883	RP1-151F17.2	lincRNA
19290318	19321021	RP11-686D16.1	lincRNA
19689824	19753113	RP3-471C18.2	lincRNA
20452368	20452473	RNU6-141P	snRNA
21522475	21523772	RP11-204E9.1	lincRNA
21592768	21598619	SOX4	protein_coding
22134956	22147193	NBAT1	lincRNA
22287243	22297501	PRL	protein_coding
24356902	24358284	KAAG1	protein_coding
24402907	24426194	MRS2	protein_coding
24402907	24426194	MRS2	protein_coding
24667070	24705046	ACOT13	protein_coding
24704860	24720836	C6orf62	protein_coding
24706746	24707151	RP1-30M3.6	antisense
24839372	24877365	FAM65B	protein_coding
24839966	24840065	AL512428.1	miRNA
25053626	25057073	RP3-425P12.1	lincRNA
25726908	25727292	HIST1H2BA	protein_coding
25732634	25732774	AL512384.1	miRNA
25754698	25781191	SLC17A4	protein_coding
25761922	25779500	SLC17A4	protein_coding
25844855	25874243	SLC17A3	protein_coding
25845099	25874212	SLC17A3	protein_coding
25846627	25846728	AL138726.1	miRNA
25912753	25930611	SLC17A2	protein_coding
26031649	26032060	HIST1H3B	protein_coding
26033175	26033568	HIST1H2AB	protein_coding
26087280	26095217	HFE	protein_coding
26087404	26094230	HFE	protein_coding
26114872	26123910	HIST1H2BC	protein_coding
26124202	26139084	HIST1H2AC	protein_coding
26124435	26124576	U91328.1	miRNA
26158145	26158641	HIST1H2BD	protein_coding
26158145	26171349	HIST1H2BD	protein_coding
26199519	26200715	HIST1H2BF	protein_coding
26281054	26285534	HIST1H4H	protein_coding
26365158	26378320	BTN3A2	protein_coding
26365263	26376236	BTN3A2	protein_coding
26383100	26394874	BTN2A2	protein_coding
26402236	26413246	BTN3A1	protein_coding
26457960	26469637	BTN2A1	protein_coding
26538404	26546254	HMGN4	protein_coding
26634382	26659752	ZNF322	protein_coding
26634392	26659752	ZNF322	protein_coding
26686240	26687964	RP11-457M11.5	lincRNA
26761896	26762029	Clostridiales-1	sRNA
27020334	27020447	TRI-TAT2-2	miRNA
27109789	27109980	RNU2-62P	snRNA
27147128	27147515	HIST1H2AH	protein_coding
27247722	27256471	PRSS16	protein_coding
27631408	27631532	TRI-TAT2-3	miRNA
27807443	27807931	HIST1H2BL	protein_coding
27808198	27808701	HIST1H2AI	protein_coding
27808412	27808553	AL009179.1	miRNA
27831215	27831527	HIST1H4K	protein_coding
27838600	27855709	HIST1H2BN	protein_coding
27865354	27865747	HIST1H2AL	protein_coding
27873198	27873510	HIST1H4L	protein_coding
27897503	27897566	RNU7-26P	snRNA
27957240	27958182	OR2B6	protein_coding
28225274	28233466	ZSCAN9	protein_coding
28244622	28252224	ZKSCAN4	protein_coding
28267009	28278221	ZSCAN26	protein_coding
28267358	28278224	ZSCAN26	protein_coding
28324736	28336134	ZSCAN31	protein_coding
28349949	28366746	ZKSCAN3	protein_coding
28378954	28399734	ZSCAN12	protein_coding
28837868	28839006	XXbac-BPG308K3.5	lincRNA
28903001	28923989	TRIM27	protein_coding
28977612	28977709	AL662791.1	miRNA
28994784	29005260	ZNF311	protein_coding
29036020	29076479	XXbac-BPG258E24.10	antisense
29124209	29128908	XXbac-BCX196D17.5	lincRNA
29173302	29174574	OR2J2	protein_coding
29355229	29356277	OR5V1	protein_coding
29440015	29440954	OR10C1	protein_coding
29457180	29464328	OR2H1	protein_coding
29529475	29532157	LINC01015	antisense
29555514	29559925	UBD	protein_coding
29656980	29672372	MOG	protein_coding
29657209	29671718	MOG	protein_coding
29672391	29677154	ZFP57	protein_coding
29723339	29726525	HLA-F	protein_coding
29871894	29873783	HCP5B	lincRNA
29942469	29945884	HLA-A	protein_coding
30058114	30058190	ZNRD1-AS1_2	misc_RNA
30061253	30064909	ZNRD1	protein_coding
30067575	30070333	PPP1R11	protein_coding
30070265	30075849	RNF39	protein_coding
30088820	30088953	AL669914.1	miRNA
30132804	30132966	SNORA48	snoRNA
30163205	30172689	TRIM15	protein_coding
30290793	30326387	HCG18	antisense
30291005	30326334	HCG18	antisense
30291005	30327150	HCG18	antisense
30292244	30296237	HCG18	antisense
30294676	30326363	HCG18	antisense
30326843	30343728	TRIM39	protein_coding
30328888	30343729	TRIM39	protein_coding
30345158	30346857	RPP21	protein_coding
30345158	30346857	RPP21	protein_coding
30556885	30563723	PRR3	protein_coding
30571375	30591532	ABCF1	protein_coding
30571392	30591313	ABCF1	protein_coding
30584311	30584425	MIR877	miRNA
30616228	30616305	AL662800.1	miRNA
30647163	30652915	C6orf136	protein_coding
30676388	30684744	PPP1R18	protein_coding
30684795	30684892	AL662797.1	miRNA
30688049	30691308	NRM	protein_coding
30703066	30713184	MDC1-AS1	antisense
30736303	30736414	Y_RNA	misc_RNA
30742928	30743592	XXbac-BPG252P9.10	antisense
30880848	30900154	DDR1	protein_coding
30908220	30914106	GTF2H4	protein_coding
30940971	30954221	DPCR1	protein_coding
31010473	31035402	MUC22	protein_coding
31053449	31059890	HCG22	lincRNA
31083009	31083109	RNU6-1133P	snRNA
31114830	31140092	PSORS1C1	protein_coding
31158541	31164215	TCF19	protein_coding
31268748	31272086	HLA-C	protein_coding
31394288	31395495	XXbac-BPG181B23.7	lincRNA
31399783	31415313	MICA	protein_coding
31403578	31415315	MICA	protein_coding
31494880	31511123	MICB	protein_coding
31498085	31511124	MICB	protein_coding
31530218	31542448	DDX39B	protein_coding
31530218	31546582	ATP6V1G2-DDX39B	protein_coding
31532756	31532869	AL662801.1	miRNA
31541100	31541178	SNORD84	snoRNA
31545237	31546848	ATP6V1G2	protein_coding
31572053	31574324	LTA	protein_coding
31588894	31592985	NCR3	protein_coding
31633786	31633858	MIR6832	miRNA
31652415	31658082	APOM	protein_coding
31658297	31660772	C6orf47	protein_coding
31658328	31660721	C6orf47-AS1	antisense
31662075	31665390	GPANK1	protein_coding
31662075	31665850	GPANK1	protein_coding
31666101	31673546	XXbac-BPG32J3.22	protein_coding
31686948	31703444	ABHD16A	protein_coding
31686961	31714072	XXbac-BPG32J3.20	protein_coding
31701028	31701091	MIR4646	miRNA
31706884	31710595	LY6G6F	protein_coding
31706903	31717918	XXbac-BPG32J3.19	protein_coding
31715355	31717804	LY6G6D	protein_coding
31723343	31725074	C6orf25	protein_coding
31727037	31730263	DDAH2	protein_coding
31730580	31737318	CLIC1	protein_coding
31730580	31739763	CLIC1	protein_coding
31739947	31762834	MSH5	protein_coding
31740020	31762676	MSH5	protein_coding
31827734	31830255	HSPA1B	protein_coding
31834907	31839761	C6orf48	protein_coding
31834907	31839761	C6orf48	protein_coding
31834921	31839766	C6orf48	protein_coding
31835287	31839764	C6orf48	protein_coding
31859051	31862906	NEU1	protein_coding
31863194	31877671	SLC44A4	protein_coding
31879758	31897684	EHMT2	protein_coding
31899606	31901992	ZBTB12	protein_coding
31927476	31945672	C2	protein_coding
31927697	31952048	XXbac-BPG116M5.17	protein_coding
31971830	31981451	STK19	protein_coding
32006167	32007104	AL645922.1	protein_coding
32038264	32041670	CYP21A2	protein_coding
32115263	32128240	ATF6B	protein_coding
32148358	32151952	PRRT1	protein_coding
32168211	32177325	AGPAT1	protein_coding
32168211	32178096	AGPAT1	protein_coding
32180967	32184246	AGER	protein_coding
32180967	32184322	AGER	protein_coding
32180967	32184322	AGER	protein_coding
32190766	32193118	GPSM3	protein_coding
32194842	32224067	NOTCH4	protein_coding
32255283	32350039	XXbac-BPG154L12.5	antisense
32292697	32371907	C6orf10	protein_coding
32292714	32371872	C6orf10	protein_coding
32352876	32352983	RNU6-603P	snRNA
32637356	32643652	HLA-DQA1	protein_coding
32637419	32643017	HLA-DQA1	protein_coding
32659466	32666684	HLA-DQB1	protein_coding
32659466	32666694	HLA-DQB1	protein_coding
32718004	32719170	XXbac-BPG254F23.7	processed_transcript
32813766	32838822	XXbac-BPG246D15.9	protein_coding
32840716	32844020	PSMB8	protein_coding
32844132	32846210	PSMB8-AS1	lincRNA
32937363	32953122	XXbac-BPG181M17.5	protein_coding
32948612	32953122	HLA-DMA	protein_coding
32969164	32972141	BRD2	protein_coding
33004177	33009612	HLA-DOA	protein_coding
33144782	33147767	HCG24	antisense
33186444	33192454	COL11A2	protein_coding
33207834	33207944	MIR219A1	miRNA
33249583	33251939	HCG25	antisense
33272074	33276510	RPS18	protein_coding
33277131	33278825	B3GALT4	protein_coding
33279107	33289527	WDR46	protein_coding
33289301	33290933	PFDN6	protein_coding
33290244	33290325	MIR6834	miRNA
33303572	33314212	TAPBP	protein_coding
33318558	33323016	DAXX	protein_coding
33318558	33323016	DAXX	protein_coding
33410960	33416453	PHF1	protein_coding
33416441	33418317	CUTA	protein_coding
33416542	33418122	CUTA	protein_coding
33416618	33418070	CUTA	protein_coding
33438330	33438437	MIR5004	miRNA
33540693	33541000	RN7SL26P	misc_RNA
33697567	33711727	UQCC2	protein_coding
33722396	33746905	IP6K3	protein_coding
33794699	33804002	MLN	protein_coding
34236872	34246231	HMGA1	protein_coding
34238790	34246230	HMGA1	protein_coding
34240672	34240736	MIR6835	miRNA
34246379	34249470	C6orf1	protein_coding
34246394	34248989	C6orf1	protein_coding
34246394	34249020	C6orf1	protein_coding
34246394	34249055	C6orf1	protein_coding
34417465	34426041	RPS10	protein_coding
34757553	34773794	SNRPC	protein_coding
34821444	34821542	Y_RNA	misc_RNA
35259671	35295985	ZNF76	protein_coding
35259773	35295983	ZNF76	protein_coding
35470507	35470579	MIR7111	miRNA
35473596	35496950	TEAD3	protein_coding
35664716	35664789	MIR5690	miRNA
35737081	35748908	ARMC12	protein_coding
36130320	36140065	MAPK13	protein_coding
36196743	36232790	BRPF3	protein_coding
36354220	36387616	ETV7	protein_coding
36366194	36387800	ETV7	protein_coding
36391000	36400524	PXT1	protein_coding
36450911	36451201	RN7SL502P	misc_RNA
36522190	36522501	RN7SL748P	misc_RNA
36622435	36622512	MIR3925	miRNA
36676459	36687337	CDKN1A	protein_coding
36740777	36757409	CPNE5	protein_coding
36854826	36875024	PPIL1	protein_coding
36871869	36924555	C6orf89	protein_coding
37005646	37029070	FGD2	protein_coding
37361184	37361483	RN7SL273P	misc_RNA
37507347	37535616	RP1-153P14.8	lincRNA
37545144	37550860	RP1-153P14.5	lincRNA
37815776	37819218	RP3-441A12.1	antisense
37832921	37833185	RN7SL285P	misc_RNA
38207273	38207345	SNORD45	snoRNA
38744085	38744386	RN7SL465P	misc_RNA
39620344	39620464	RNU1-54P	snRNA
39888569	39897252	RP11-61I13.3	antisense
39888873	39897380	RP11-61I13.3	antisense
39904164	39927716	MOCS1	protein_coding
40392729	40392874	AL591063.1	miRNA
40713410	40715363	RP11-570K4.1	lincRNA
41066792	41072577	OARD1	protein_coding
41066938	41097758	OARD1	protein_coding
41067145	41072534	OARD1	protein_coding
41071040	41072320	OARD1	protein_coding
41158505	41163103	TREM2	protein_coding
41239519	41239626	RNA5SP207	rRNA
41275620	41286682	TREM1	protein_coding
41335788	41350887	NCR2	protein_coding
41637067	41654239	MDFI	protein_coding
41683977	41735060	TFEB	protein_coding
41683977	41736259	TFEB	protein_coding
41683978	41734401	TFEB	protein_coding
41764291	41764460	RP11-298J23.8	lincRNA
41770175	41778181	FRS3	protein_coding
41780761	41787372	PRICKLE4	protein_coding
41784118	41787129	PRICKLE4	protein_coding
41787661	41789898	TOMM6	protein_coding
41791409	41791477	RP11-298J23.9	antisense
41832853	41832993	SNORA8	snoRNA
41868621	41869731	RP5-973N23.4	lincRNA
41934984	41941755	CCND3	protein_coding
42050512	42057789	TAF8	protein_coding
42092232	42094259	RP11-7K24.3	lincRNA
42101117	42142444	C6orf132	protein_coding
42155445	42163418	RP1-139D8.6	protein_coding
42879681	42889925	RPL7L1	protein_coding
42879932	42886249	RPL7L1	protein_coding
42915988	42925835	PTCRA	protein_coding
42915988	42925835	PTCRA	protein_coding
43037619	43053945	CUL7	protein_coding
43054028	43059806	MRPL2	protein_coding
43059652	43067397	KLC4	protein_coding
43059856	43075093	KLC4	protein_coding
43305471	43308797	CRIP3	protein_coding
43477572	43506553	TJAP1	protein_coding
43477572	43506553	TJAP1	protein_coding
43576149	43615660	POLH	protein_coding
43620481	43627353	GTPBP2	protein_coding
43629539	43640919	MAD2L1BP	protein_coding
43722785	43737834	RP1-261G23.5	lincRNA
44000579	44005150	C6orf223	protein_coding
44000616	44005108	C6orf223	protein_coding
44013000	44013101	AL109615.1	miRNA
44126913	44155519	TMEM63B	protein_coding
44219504	44234151	SLC29A1	protein_coding
44223613	44234141	SLC29A1	protein_coding
44223822	44234141	SLC29A1	protein_coding
44246165	44253888	HSP90AB1	protein_coding
44247086	44253886	HSP90AB1	protein_coding
44254105	44257554	SLC35B2	protein_coding
44258165	44265534	NFKBIE	protein_coding
44258693	44265788	NFKBIE	protein_coding
44280164	44286353	TCTE1	protein_coding
44551576	44553281	RP3-449H6.2	TEC
44829766	44955510	SUPT3H	protein_coding
45197673	45197770	MIR586	miRNA
46102567	46129706	RP1-8B1.4	antisense
46160414	46170971	ENPP5	protein_coding
46670443	46688165	RP11-446F17.3	antisense
46688128	46702413	TDRD6	protein_coding
47000221	47018499	ADGRF1	protein_coding
47656435	47683528	ADGRF2	protein_coding
47715282	47715601	RN7SKP116	misc_RNA
47729826	47740741	RP11-550C4.6	lincRNA
47782038	47824699	OPN5	protein_coding
49344799	49344861	RNU7-65P	snRNA
49550645	49552095	C6orf141	protein_coding
49605732	49636839	RHAG	protein_coding
49692357	49713590	CRISP2	protein_coding
49692359	49713561	CRISP2	protein_coding
49727401	49744437	CRISP3	protein_coding
49823711	49824782	RP11-719J20.1	lincRNA
49968676	49969625	DEFB113	protein_coding
52144330	52144442	MIR206	miRNA
52146813	52151119	LINCMD1	lincRNA
52264008	52284751	MCM3	protein_coding
52264008	52284837	MCM3	protein_coding
52362127	52407777	PAQR8	protein_coding
53126963	53148829	GCM1	protein_coding
53497340	53545129	GCLC	protein_coding
53651597	53655272	KLHL31	protein_coding
53664169	53664312	AL157773.1	miRNA
53790874	53794274	RP13-476E20.1	antisense
56955371	57015160	BEND6	protein_coding
57090075	57109716	ZNF451	protein_coding
57314804	57326370	PRIM2	protein_coding
57317623	57326363	PRIM2	protein_coding
57946082	57950399	LINC00680	lincRNA
60562546	60562700	Clostridiales-1	sRNA
63211445	63213024	FKBP1C	protein_coding
63572011	63583587	PTP4A1	protein_coding
63576487	63581462	PTP4A1	protein_coding
64377794	64412779	RP11-349P19.1	antisense
64974392	64974492	AL109922.1	miRNA
65466999	65467096	AL109612.1	miRNA
67210407	67210480	SNORD65	snoRNA
67625355	67625464	Y_RNA	misc_RNA
68629961	68634962	RP3-525N10.2	antisense
68632662	68634324	RP3-525N10.2	antisense
69214729	69214810	AL158051.1	miRNA
69867415	69879902	COL19A1	protein_coding
71229825	71238598	RP11-154D6.1	processed_transcript
71585088	71585201	AL354933.1	miRNA
72967686	72967753	MIR4282	miRNA
73241316	73242561	KHDC1	protein_coding
73423708	73452276	MB21D1	protein_coding
73461745	73500923	MTO1	protein_coding
73515749	73521018	EEF1A1	protein_coding
73517514	73521588	EEF1A1	protein_coding
74642383	74652002	RP11-554D15.4	lincRNA
75237786	75243795	COX7A2	protein_coding
75237788	75243788	COX7A2	protein_coding
75473737	75473894	RNU1-34P	snRNA
75654969	75655299	RN7SKP163	misc_RNA
75928512	75928625	Y_RNA	misc_RNA
76024897	76072678	IMPG1	protein_coding
78871290	78903101	IRAK1BP1	protein_coding
78909248	78909312	AL450327.1	miRNA
79201248	79234738	HMGN3	protein_coding
79233717	79236797	HMGN3-AS1	antisense
79420296	79421305	RP1-232L24.3	lincRNA
79484990	79537430	LCA5	protein_coding
80106646	80169873	BCKDHB	protein_coding
80443343	80465927	RP11-250B2.3	lincRNA
81527101	81534913	RP1-300G12.2	sense_intronic
81551685	81554092	RP11-244G12.1	lincRNA
81764023	81764156	SNORA70	snoRNA
82210337	82210440	RNU6-130P	snRNA
82932600	82938677	RP11-445L13__B.3	antisense
83072972	83073135	AL139333.1	protein_coding
83512537	83525704	PRSS35	protein_coding
83853265	83857515	RIPPLY2	protein_coding
83853591	83857515	RIPPLY2	protein_coding
83983727	84007323	RP4-676J13.2	lincRNA
85608328	85642991	SYNCRIP	protein_coding
85614105	85643285	SYNCRIP	protein_coding
85660991	85678733	SNHG5	processed_transcript
85677082	85678405	SNHG5	processed_transcript
85993020	85993159	RNU4-12P	snRNA
86435847	86436138	RN7SL643P	misc_RNA
87083232	87083536	RN7SKP209	misc_RNA
87085789	87095104	CGA	protein_coding
87322582	87341759	SMIM8	protein_coding
87473003	87511526	SLC35A1	protein_coding
87488444	87488552	RNU6-444P	snRNA
88047788	88066832	SPACA1	protein_coding
88143855	88145274	CNR1	protein_coding
88964526	88966587	RP1-72A23.4	TEC
89080163	89080667	RP11-63L7.5	antisense
89080777	89085160	PNRC1	protein_coding
89081835	89084197	PNRC1	protein_coding
89146049	89165565	PM20D2	protein_coding
89177500	89217433	GABRR1	protein_coding
89326624	89352848	UBE2J1	protein_coding
89568143	89638716	LYRM2	protein_coding
89829899	89871412	CASP8AP2	protein_coding
91739608	91739897	RN7SL415P	misc_RNA
92723002	92723829	RP11-127B16.1	lincRNA
93811824	93813036	RP11-64I5.1	TEC
93886899	93889410	RP11-524K14.1	lincRNA
95575182	95577450	MANEA-AS1	antisense
96649452	96649591	RNU4-70P	snRNA
96914698	96914995	RN7SL509P	misc_RNA
98834591	98839490	POU3F2	protein_coding
99399963	99425331	PNISR	protein_coding
99542379	99568973	CCNC	protein_coding
99543474	99568660	CCNC	protein_coding
99543779	99568662	CCNC	protein_coding
99642236	99642347	Y_RNA	misc_RNA
99919909	99994223	MCHR2	protein_coding
100427117	100437484	RP1-121G13.2	antisense
100856302	100881311	ASCC3	protein_coding
104936293	104940527	LINC00577	lincRNA
105045561	105045668	RNU6-1106P	snRNA
105279015	105281755	RP3-355L5.4	antisense
105612666	105632196	RP3-359N14.2	lincRNA
106283412	106283711	RN7SL47P	misc_RNA
106304175	106304286	RNU6-344P	snRNA
106607715	106607819	RNU6-527P	snRNA
106717451	106746004	RP1-60O19.1	lincRNA
107028568	107051335	C6orf203	protein_coding
107697298	107700218	RP1-47M23.3	TEC
107704650	107732395	SCML4	protein_coding
107957412	107959986	RP1-191J18.66	antisense
108060817	108060930	Y_RNA	misc_RNA
108211221	108261260	SNX3	protein_coding
108211512	108260964	SNX3	protein_coding
108252400	108252507	RNA5SP212	rRNA
108359083	108359863	RP11-72I2.2	TEC
108751653	108768456	LINC00222	lincRNA
109095157	109156793	CEP57L1	protein_coding
109095561	109163903	CEP57L1	protein_coding
109366517	109382444	CD164	protein_coding
109368064	109381700	CD164	protein_coding
109527628	109550537	AK9	protein_coding
109631692	109691217	AK9	protein_coding
109716505	109743480	FIG4	protein_coding
110391770	110415562	DDO	protein_coding
110440081	110440165	AC002464.1	miRNA
110477906	110479436	CTA-331P3.1	antisense
110848545	110848673	SNORA40	snoRNA
111008269	111008376	RNU6-906P	snRNA
111227746	111259034	RP11-428F8.2	antisense
111297125	111298510	RP5-1112D6.7	lincRNA
111360640	111361607	REV3L-IT1	sense_intronic
111483510	111493003	TRAF3IP2-AS1	antisense
111558939	111605871	TRAF3IP2	protein_coding
112196439	112196546	RNU6-1226P	snRNA
112234164	112234758	RP1-142L7.8	lincRNA
112236092	112307009	RP11-506B6.6	antisense
112253360	112254588	LAMA4	protein_coding
113357002	113367944	RP11-437J19.1	lincRNA
113514986	113515083	AL513123.1	miRNA
113623778	113632514	RP11-367G18.1	lincRNA
113791828	113837368	RP1-249H1.2	lincRNA
113857361	113863471	MARCKS	protein_coding
113857437	113861146	MARCKS	protein_coding
113940717	113971157	HDAC2	protein_coding
114481424	114488752	RP3-399L15.1	lincRNA
116276577	116279903	TSPYL1	protein_coding
116461369	116463768	FAM26F	protein_coding
116494988	116512343	TRAPPC3L	protein_coding
116529012	116558588	FAM26D	protein_coding
116553749	116558575	FAM26D	protein_coding
116571366	116597675	RWDD1	protein_coding
116616478	116632985	RSPH4A	protein_coding
116616623	116632441	RSPH4A	protein_coding
117299363	117299638	RN7SKP18	misc_RNA
117445389	117445441	AL132671.1	miRNA
118959832	118975962	FAM184A	protein_coding
119057879	119057974	Y_RNA	misc_RNA
119069046	119069143	MIR548B	miRNA
119327280	119327385	RNU6-194P	snRNA
120015178	120015257	MIR3144	miRNA
120526293	120526400	RNU6-214P	snRNA
121378796	121378898	Y_RNA	misc_RNA
121580331	121580521	RNU2-8P	snRNA
122211647	122211811	RNU1-18P	snRNA
122436788	122439223	RP3-425C14.4	TEC
122643387	122644771	RP11-95G17.2	sense_intronic
122789048	122809717	SMPDL3A	protein_coding
122789169	122809720	SMPDL3A	protein_coding
123740433	123740532	AL354936.1	miRNA
123823239	123829285	RP11-374A22.1	sense_intronic
125203638	125263492	TPD52L1	protein_coding
126177192	126202239	RP11-527F13.1	lincRNA
126340173	126348608	CENPW	protein_coding
127288711	127342875	ECHDC1	protein_coding
127472805	127518891	SOGA3	protein_coding
127577173	127591817	C6orf58	protein_coding
129479614	129481410	RP1-69D17.3	antisense
130182987	130215290	SAMD3	protein_coding
130839346	130881882	EPB41L2	protein_coding
130840134	130882063	EPB41L2	protein_coding
131250158	131283532	AKAP7	protein_coding
131792171	131792231	MIR548H5	miRNA
131820333	131820653	RN7SKP245	misc_RNA
